t,x
1.7859954236,0.8090613210
1.7869379014,0.8102054911
1.7878803792,0.8113505289
1.7888228570,0.8124964340
1.7897653348,0.8136432064
1.7907078125,0.8147908458
1.7916502903,0.8159393521
1.7925927681,0.8170887251
1.7935352459,0.8182389646
1.7944777237,0.8193900704
1.7954202015,0.8205420424
1.7963626793,0.8216948803
1.7973051571,0.8228485840
1.7982476349,0.8240031532
1.7991901127,0.8251585879
1.8001325905,0.8263148877
1.8010750683,0.8274720525
1.8020175461,0.8286300822
1.8029600239,0.8297889765
1.8039025017,0.8309487352
1.8048449795,0.8321093581
1.8057874573,0.8332708451
1.8067299351,0.8344331960
1.8076724129,0.8355964105
1.8086148907,0.8367604885
1.8095573685,0.8379254297
1.8104998463,0.8390912340
1.8114423241,0.8402579011
1.8123848019,0.8414254310
1.8133272797,0.8425938233
1.8142697574,0.8437630778
1.8152122352,0.8449331945
1.8161547130,0.8461041730
1.8170971908,0.8472760131
1.8180396686,0.8484487148
1.8189821464,0.8496222776
1.8199246242,0.8507967015
1.8208671020,0.8519719863
1.8218095798,0.8531481317
1.8227520576,0.8543251375
1.8236945354,0.8555030036
1.8246370132,0.8566817296
1.8255794910,0.8578613155
1.8265219688,0.8590417609
1.8274644466,0.8602230657
1.8284069244,0.8614052297
1.8293494022,0.8625882526
1.8302918800,0.8637721343
1.8312343578,0.8649568745
1.8321768356,0.8661424730
1.8331193134,0.8673289296
1.8340617912,0.8685162441
1.8350042690,0.8697044163
1.8359467468,0.8708934458
1.8368892246,0.8720833326
1.8378317024,0.8732740765
1.8387741801,0.8744656770
1.8397166579,0.8756581342
1.8406591357,0.8768514477
1.8416016135,0.8780456173
1.8425440913,0.8792406428
1.8434865691,0.8804365239
1.8444290469,0.8816332606
1.8453715247,0.8828308524
1.8463140025,0.8840292992
1.8472564803,0.8852286008
1.8481989581,0.8864287569
1.8491414359,0.8876297673
1.8500839137,0.8888316318
1.8510263915,0.8900343501
1.8519688693,0.8912379221
1.8529113471,0.8924423474
1.8538538249,0.8936476259
1.8547963027,0.8948537573
1.8557387805,0.8960607414
1.8566812583,0.8972685780
1.8576237361,0.8984772667
1.8585662139,0.8996868074
1.8595086917,0.9008971999
1.8604511695,0.9021084439
1.8613936473,0.9033205391
1.8623361250,0.9045334853
1.8632786028,0.9057472824
1.8642210806,0.9069619299
1.8651635584,0.9081774278
1.8661060362,0.9093937757
1.8670485140,0.9106109735
1.8679909918,0.9118290208
1.8689334696,0.9130479174
1.8698759474,0.9142676631
1.8708184252,0.9154882577
1.8717609030,0.9167097008
1.8727033808,0.9179319922
1.8736458586,0.9191551318
1.8745883364,0.9203791192
1.8755308142,0.9216039542
1.8764732920,0.9228296365
1.8774157698,0.9240561659
1.8783582476,0.9252835422
1.8793007254,0.9265117650
1.8802432032,0.9277408342
1.8811856810,0.9289707494
1.8821281588,0.9302015104
1.8830706366,0.9314331170
1.8840131144,0.9326655690
1.8849555922,0.0000000000
1.8858980699,0.0000008448
1.8868405477,0.0000025341
1.8877830255,0.0000050677
1.8887255033,0.0000084453
1.8896679811,0.0000126667
1.8906104589,0.0000177315
1.8915529367,0.0000236395
1.8924954145,0.0000303906
1.8934378923,0.0000379843
1.8943803701,0.0000464204
1.8953228479,0.0000556987
1.8962653257,0.0000658190
1.8972078035,0.0000767808
1.8981502813,0.0000885840
1.8990927591,0.0001012283
1.9000352369,0.0001147134
1.9009777147,0.0001290391
1.9019201925,0.0001442051
1.9028626703,0.0001602111
1.9038051481,0.0001770568
1.9047476259,0.0001947420
1.9056901037,0.0002132663
1.9066325815,0.0002326296
1.9075750593,0.0002528315
1.9085175371,0.0002738718
1.9094600149,0.0002957502
1.9104024926,0.0003184664
1.9113449704,0.0003420201
1.9122874482,0.0003664111
1.9132299260,0.0003916391
1.9141724038,0.0004177037
1.9151148816,0.0004446048
1.9160573594,0.0004723420
1.9169998372,0.0005009150
1.9179423150,0.0005303236
1.9188847928,0.0005605674
1.9198272706,0.0005916463
1.9207697484,0.0006235599
1.9217122262,0.0006563079
1.9226547040,0.0006898900
1.9235971818,0.0007243059
1.9245396596,0.0007595555
1.9254821374,0.0007956382
1.9264246152,0.0008325540
1.9273670930,0.0008703024
1.9283095708,0.0009088833
1.9292520486,0.0009482962
1.9301945264,0.0009885409
1.9311370042,0.0010296172
1.9320794820,0.0010715246
1.9330219598,0.0011142630
1.9339644375,0.0011578321
1.9349069153,0.0012022314
1.9358493931,0.0012474608
1.9367918709,0.0012935199
1.9377343487,0.0013404084
1.9386768265,0.0013881261
1.9396193043,0.0014366726
1.9405617821,0.0014860476
1.9415042599,0.0015362509
1.9424467377,0.0015872821
1.9433892155,0.0016391409
1.9443316933,0.0016918270
1.9452741711,0.0017453401
1.9462166489,0.0017996800
1.9471591267,0.0018548462
1.9481016045,0.0019108386
1.9490440823,0.0019676567
1.9499865601,0.0020253003
1.9509290379,0.0020837691
1.9518715157,0.0021430627
1.9528139935,0.0022031808
1.9537564713,0.0022641232
1.9546989491,0.0023258896
1.9556414269,0.0023884795
1.9565839047,0.0024518927
1.9575263825,0.0025161289
1.9584688602,0.0025811878
1.9594113380,0.0026470690
1.9603538158,0.0027137722
1.9612962936,0.0027812972
1.9622387714,0.0028496435
1.9631812492,0.0029188110
1.9641237270,0.0029887991
1.9650662048,0.0030596078
1.9660086826,0.0031312365
1.9669511604,0.0032036850
1.9678936382,0.0032769530
1.9688361160,0.0033510402
1.9697785938,0.0034259461
1.9707210716,0.0035016706
1.9716635494,0.0035782132
1.9726060272,0.0036555737
1.9735485050,0.0037337517
1.9744909828,0.0038127469
1.9754334606,0.0038925589
1.9763759384,0.0039731875
1.9773184162,0.0040546323
1.9782608940,0.0041368929
1.9792033718,0.0042199691
1.9801458496,0.0043038605
1.9810883274,0.0043885668
1.9820308051,0.0044740876
1.9829732829,0.0045604227
1.9839157607,0.0046475716
1.9848582385,0.0047355340
1.9858007163,0.0048243097
1.9867431941,0.0049138982
1.9876856719,0.0050042992
1.9886281497,0.0050955124
1.9895706275,0.0051875375
1.9905131053,0.0052803741
1.9914555831,0.0053740218
1.9923980609,0.0054684804
1.9933405387,0.0055637494
1.9942830165,0.0056598286
1.9952254943,0.0057567176
1.9961679721,0.0058544161
1.9971104499,0.0059529236
1.9980529277,0.0060522399
1.9989954055,0.0061523646
1.9999378833,0.0062532974
2.0008803611,0.0063550379
2.0018228389,0.0064575858
2.0027653167,0.0065609407
2.0037077945,0.0066651023
2.0046502723,0.0067700702
2.0055927501,0.0068758440
2.0065352278,0.0069824235
2.0074777056,0.0070898083
2.0084201834,0.0071979979
2.0093626612,0.0073069921
2.0103051390,0.0074167905
2.0112476168,0.0075273928
2.0121900946,0.0076387985
2.0131325724,0.0077510074
2.0140750502,0.0078640191
2.0150175280,0.0079778331
2.0159600058,0.0080924492
2.0169024836,0.0082078670
2.0178449614,0.0083240862
2.0187874392,0.0084411063
2.0197299170,0.0085589270
2.0206723948,0.0086775480
2.0216148726,0.0087969688
2.0225573504,0.0089171892
2.0234998282,0.0090382087
2.0244423060,0.0091600270
2.0253847838,0.0092826438
2.0263272616,0.0094060585
2.0272697394,0.0095302710
2.0282122172,0.0096552808
2.0291546950,0.0097810875
2.0300971727,0.0099076909
2.0310396505,0.0100350904
2.0319821283,0.0101632857
2.0329246061,0.0102922766
2.0338670839,0.0104220625
2.0348095617,0.0105526431
2.0357520395,0.0106840181
2.0366945173,0.0108161870
2.0376369951,0.0109491495
2.0385794729,0.0110829053
2.0395219507,0.0112174539
2.0404644285,0.0113527949
2.0414069063,0.0114889280
2.0423493841,0.0116258529
2.0432918619,0.0117635690
2.0442343397,0.0119020761
2.0451768175,0.0120413738
2.0461192953,0.0121814616
2.0470617731,0.0123223392
2.0480042509,0.0124640063
2.0489467287,0.0126064623
2.0498892065,0.0127497070
2.0508316843,0.0128937400
2.0517741621,0.0130385609
2.0527166399,0.0131841692
2.0536591177,0.0133305646
2.0546015954,0.0134777467
2.0555440732,0.0136257152
2.0564865510,0.0137744696
2.0574290288,0.0139240095
2.0583715066,0.0140743346
2.0593139844,0.0142254444
2.0602564622,0.0143773386
2.0611989400,0.0145300167
2.0621414178,0.0146834785
2.0630838956,0.0148377234
2.0640263734,0.0149927511
2.0649688512,0.0151485612
2.0659113290,0.0153051533
2.0668538068,0.0154625269
2.0677962846,0.0156206818
2.0687387624,0.0157796175
2.0696812402,0.0159393336
2.0706237180,0.0160998297
2.0715661958,0.0162611053
2.0725086736,0.0164231602
2.0734511514,0.0165859939
2.0743936292,0.0167496060
2.0753361070,0.0169139960
2.0762785848,0.0170791637
2.0772210626,0.0172451085
2.0781635403,0.0174118301
2.0791060181,0.0175793280
2.0800484959,0.0177476019
2.0809909737,0.0179166514
2.0819334515,0.0180864760
2.0828759293,0.0182570753
2.0838184071,0.0184284490
2.0847608849,0.0186005966
2.0857033627,0.0187735177
2.0866458405,0.0189472119
2.0875883183,0.0191216787
2.0885307961,0.0192969178
2.0894732739,0.0194729288
2.0904157517,0.0196497112
2.0913582295,0.0198272646
2.0923007073,0.0200055887
2.0932431851,0.0201846829
2.0941856629,0.0203645469
2.0951281407,0.0205451802
2.0960706185,0.0207265825
2.0970130963,0.0209087533
2.0979555741,0.0210916922
2.0988980519,0.0212753987
2.0998405297,0.0214598725
2.1007830075,0.0216451132
2.1017254853,0.0218311202
2.1026679630,0.0220178933
2.1036104408,0.0222054319
2.1045529186,0.0223937356
2.1054953964,0.0225828040
2.1064378742,0.0227726367
2.1073803520,0.0229632333
2.1083228298,0.0231545933
2.1092653076,0.0233467163
2.1102077854,0.0235396019
2.1111502632,0.0237332496
2.1120927410,0.0239276590
2.1130352188,0.0241228297
2.1139776966,0.0243187612
2.1149201744,0.0245154532
2.1158626522,0.0247129051
2.1168051300,0.0249111166
2.1177476078,0.0251100872
2.1186900856,0.0253098165
2.1196325634,0.0255103040
2.1205750412,0.0257115494
2.1215175190,0.0259135521
2.1224599968,0.0261163117
2.1234024746,0.0263198278
2.1243449524,0.0265241000
2.1252874302,0.0267291278
2.1262299079,0.0269349108
2.1271723857,0.0271414485
2.1281148635,0.0273487405
2.1290573413,0.0275567864
2.1299998191,0.0277655856
2.1309422969,0.0279751378
2.1318847747,0.0281854426
2.1328272525,0.0283964994
2.1337697303,0.0286083078
2.1347122081,0.0288208674
2.1356546859,0.0290341778
2.1365971637,0.0292482384
2.1375396415,0.0294630489
2.1384821193,0.0296786087
2.1394245971,0.0298949175
2.1403670749,0.0301119748
2.1413095527,0.0303297801
2.1422520305,0.0305483330
2.1431945083,0.0307676331
2.1441369861,0.0309876798
2.1450794639,0.0312084727
2.1460219417,0.0314300114
2.1469644195,0.0316522954
2.1479068973,0.0318753243
2.1488493751,0.0320990976
2.1497918529,0.0323236149
2.1507343306,0.0325488756
2.1516768084,0.0327748793
2.1526192862,0.0330016257
2.1535617640,0.0332291141
2.1545042418,0.0334573442
2.1554467196,0.0336863155
2.1563891974,0.0339160275
2.1573316752,0.0341464797
2.1582741530,0.0343776718
2.1592166308,0.0346096032
2.1601591086,0.0348422735
2.1611015864,0.0350756822
2.1620440642,0.0353098288
2.1629865420,0.0355447130
2.1639290198,0.0357803341
2.1648714976,0.0360166918
2.1658139754,0.0362537855
2.1667564532,0.0364916149
2.1676989310,0.0367301794
2.1686414088,0.0369694785
2.1695838866,0.0372095119
2.1705263644,0.0374502790
2.1714688422,0.0376917793
2.1724113200,0.0379340124
2.1733537978,0.0381769778
2.1742962755,0.0384206750
2.1752387533,0.0386651036
2.1761812311,0.0389102631
2.1771237089,0.0391561530
2.1780661867,0.0394027728
2.1790086645,0.0396501221
2.1799511423,0.0398982003
2.1808936201,0.0401470071
2.1818360979,0.0403965418
2.1827785757,0.0406468041
2.1837210535,0.0408977934
2.1846635313,0.0411495093
2.1856060091,0.0414019513
2.1865484869,0.0416551189
2.1874909647,0.0419090117
2.1884334425,0.0421636290
2.1893759203,0.0424189706
2.1903183981,0.0426750358
2.1912608759,0.0429318242
2.1922033537,0.0431893352
2.1931458315,0.0434475685
2.1940883093,0.0437065236
2.1950307871,0.0439661998
2.1959732649,0.0442265968
2.1969157427,0.0444877141
2.1978582205,0.0447495511
2.1988006982,0.0450121074
2.1997431760,0.0452753825
2.2006856538,0.0455393759
2.2016281316,0.0458040871
2.2025706094,0.0460695156
2.2035130872,0.0463356609
2.2044555650,0.0466025225
2.2053980428,0.0468701000
2.2063405206,0.0471383927
2.2072829984,0.0474074003
2.2082254762,0.0476771223
2.2091679540,0.0479475580
2.2101104318,0.0482187071
2.2110529096,0.0484905691
2.2119953874,0.0487631434
2.2129378652,0.0490364295
2.2138803430,0.0493104269
2.2148228208,0.0495851352
2.2157652986,0.0498605538
2.2167077764,0.0501366823
2.2176502542,0.0504135200
2.2185927320,0.0506910666
2.2195352098,0.0509693215
2.2204776876,0.0512482842
2.2214201654,0.0515279543
2.2223626431,0.0518083311
2.2233051209,0.0520894142
2.2242475987,0.0523712031
2.2251900765,0.0526536972
2.2261325543,0.0529368962
2.2270750321,0.0532207993
2.2280175099,0.0535054063
2.2289599877,0.0537907164
2.2299024655,0.0540767293
2.2308449433,0.0543634444
2.2317874211,0.0546508612
2.2327298989,0.0549389791
2.2336723767,0.0552277978
2.2346148545,0.0555173166
2.2355573323,0.0558075350
2.2364998101,0.0560984525
2.2374422879,0.0563900687
2.2383847657,0.0566823829
2.2393272435,0.0569753947
2.2402697213,0.0572691036
2.2412121991,0.0575635089
2.2421546769,0.0578586103
2.2430971547,0.0581544072
2.2440396325,0.0584508991
2.2449821103,0.0587480854
2.2459245881,0.0590459656
2.2468670658,0.0593445392
2.2478095436,0.0596438058
2.2487520214,0.0599437646
2.2496944992,0.0602444153
2.2506369770,0.0605457573
2.2515794548,0.0608477901
2.2525219326,0.0611505132
2.2534644104,0.0614539259
2.2544068882,0.0617580279
2.2553493660,0.0620628185
2.2562918438,0.0623682973
2.2572343216,0.0626744636
2.2581767994,0.0629813171
2.2591192772,0.0632888571
2.2600617550,0.0635970831
2.2610042328,0.0639059946
2.2619467106,0.0642155911
2.2628891884,0.0645258720
2.2638316662,0.0648368368
2.2647741440,0.0651484849
2.2657166218,0.0654608158
2.2666590996,0.0657738290
2.2676015774,0.0660875240
2.2685440552,0.0664019002
2.2694865330,0.0667169570
2.2704290107,0.0670326940
2.2713714885,0.0673491105
2.2723139663,0.0676662061
2.2732564441,0.0679839803
2.2741989219,0.0683024323
2.2751413997,0.0686215619
2.2760838775,0.0689413683
2.2770263553,0.0692618511
2.2779688331,0.0695830096
2.2789113109,0.0699048435
2.2798537887,0.0702273520
2.2807962665,0.0705505347
2.2817387443,0.0708743911
2.2826812221,0.0711989205
2.2836236999,0.0715241224
2.2845661777,0.0718499964
2.2855086555,0.0721765417
2.2864511333,0.0725037580
2.2873936111,0.0728316446
2.2883360889,0.0731602010
2.2892785667,0.0734894267
2.2902210445,0.0738193210
2.2911635223,0.0741498835
2.2921060001,0.0744811135
2.2930484779,0.0748130106
2.2939909557,0.0751455742
2.2949334334,0.0754788037
2.2958759112,0.0758126986
2.2968183890,0.0761472583
2.2977608668,0.0764824822
2.2987033446,0.0768183699
2.2996458224,0.0771549207
2.3005883002,0.0774921341
2.3015307780,0.0778300096
2.3024732558,0.0781685465
2.3034157336,0.0785077443
2.3043582114,0.0788476025
2.3053006892,0.0791881205
2.3062431670,0.0795292977
2.3071856448,0.0798711336
2.3081281226,0.0802136277
2.3090706004,0.0805567792
2.3100130782,0.0809005878
2.3109555560,0.0812450528
2.3118980338,0.0815901736
2.3128405116,0.0819359497
2.3137829894,0.0822823806
2.3147254672,0.0826294656
2.3156679450,0.0829772043
2.3166104228,0.0833255959
2.3175529006,0.0836746400
2.3184953783,0.0840243361
2.3194378561,0.0843746834
2.3203803339,0.0847256815
2.3213228117,0.0850773298
2.3222652895,0.0854296277
2.3232077673,0.0857825746
2.3241502451,0.0861361700
2.3250927229,0.0864904133
2.3260352007,0.0868453039
2.3269776785,0.0872008413
2.3279201563,0.0875570249
2.3288626341,0.0879138540
2.3298051119,0.0882713282
2.3307475897,0.0886294469
2.3316900675,0.0889882094
2.3326325453,0.0893476152
2.3335750231,0.0897076638
2.3345175009,0.0900683544
2.3354599787,0.0904296867
2.3364024565,0.0907916599
2.3373449343,0.0911542736
2.3382874121,0.0915175270
2.3392298899,0.0918814197
2.3401723677,0.0922459511
2.3411148455,0.0926111206
2.3420573233,0.0929769275
2.3429998010,0.0933433714
2.3439422788,0.0937104516
2.3448847566,0.0940781675
2.3458272344,0.0944465186
2.3467697122,0.0948155043
2.3477121900,0.0951851239
2.3486546678,0.0955553770
2.3495971456,0.0959262629
2.3505396234,0.0962977810
2.3514821012,0.0966699307
2.3524245790,0.0970427115
2.3533670568,0.0974161228
2.3543095346,0.0977901639
2.3552520124,0.0981648343
2.3561944902,0.0985401335
2.3571369680,0.0989160607
2.3580794458,0.0992926154
2.3590219236,0.0996697970
2.3599644014,0.1000476049
2.3609068792,0.1004260386
2.3618493570,0.1008050974
2.3627918348,0.1011847807
2.3637343126,0.1015650880
2.3646767904,0.1019460186
2.3656192682,0.1023275720
2.3665617459,0.1027097475
2.3675042237,0.1030925445
2.3684467015,0.1034759626
2.3693891793,0.1038600009
2.3703316571,0.1042446591
2.3712741349,0.1046299363
2.3722166127,0.1050158322
2.3731590905,0.1054023460
2.3741015683,0.1057894771
2.3750440461,0.1061772250
2.3759865239,0.1065655891
2.3769290017,0.1069545687
2.3778714795,0.1073441632
2.3788139573,0.1077343721
2.3797564351,0.1081251947
2.3806989129,0.1085166304
2.3816413907,0.1089086786
2.3825838685,0.1093013388
2.3835263463,0.1096946103
2.3844688241,0.1100884924
2.3854113019,0.1104829847
2.3863537797,0.1108780864
2.3872962575,0.1112737970
2.3882387353,0.1116701159
2.3891812131,0.1120670424
2.3901236909,0.1124645759
2.3910661686,0.1128627159
2.3920086464,0.1132614617
2.3929511242,0.1136608127
2.3938936020,0.1140607683
2.3948360798,0.1144613279
2.3957785576,0.1148624909
2.3967210354,0.1152642566
2.3976635132,0.1156666244
2.3986059910,0.1160695937
2.3995484688,0.1164731640
2.4004909466,0.1168773345
2.4014334244,0.1172821047
2.4023759022,0.1176874740
2.4033183800,0.1180934417
2.4042608578,0.1185000072
2.4052033356,0.1189071699
2.4061458134,0.1193149291
2.4070882912,0.1197232844
2.4080307690,0.1201322349
2.4089732468,0.1205417802
2.4099157246,0.1209519195
2.4108582024,0.1213626523
2.4118006802,0.1217739780
2.4127431580,0.1221858959
2.4136856358,0.1225984054
2.4146281135,0.1230115058
2.4155705913,0.1234251966
2.4165130691,0.1238394771
2.4174555469,0.1242543467
2.4183980247,0.1246698048
2.4193405025,0.1250858507
2.4202829803,0.1255024838
2.4212254581,0.1259197035
2.4221679359,0.1263375091
2.4231104137,0.1267559001
2.4240528915,0.1271748757
2.4249953693,0.1275944355
2.4259378471,0.1280145786
2.4268803249,0.1284353046
2.4278228027,0.1288566127
2.4287652805,0.1292785024
2.4297077583,0.1297009730
2.4306502361,0.1301240238
2.4315927139,0.1305476543
2.4325351917,0.1309718637
2.4334776695,0.1313966516
2.4344201473,0.1318220172
2.4353626251,0.1322479598
2.4363051029,0.1326744789
2.4372475807,0.1331015739
2.4381900585,0.1335292440
2.4391325362,0.1339574887
2.4400750140,0.1343863072
2.4410174918,0.1348156991
2.4419599696,0.1352456635
2.4429024474,0.1356762000
2.4438449252,0.1361073078
2.4447874030,0.1365389863
2.4457298808,0.1369712349
2.4466723586,0.1374040528
2.4476148364,0.1378374396
2.4485573142,0.1382713945
2.4494997920,0.1387059169
2.4504422698,0.1391410061
2.4513847476,0.1395766615
2.4523272254,0.1400128825
2.4532697032,0.1404496684
2.4542121810,0.1408870186
2.4551546588,0.1413249324
2.4560971366,0.1417634091
2.4570396144,0.1422024482
2.4579820922,0.1426420489
2.4589245700,0.1430822107
2.4598670478,0.1435229328
2.4608095256,0.1439642147
2.4617520034,0.1444060556
2.4626944811,0.1448484550
2.4636369589,0.1452914121
2.4645794367,0.1457349264
2.4655219145,0.1461789971
2.4664643923,0.1466236237
2.4674068701,0.1470688054
2.4683493479,0.1475145416
2.4692918257,0.1479608317
2.4702343035,0.1484076749
2.4711767813,0.1488550708
2.4721192591,0.1493030185
2.4730617369,0.1497515174
2.4740042147,0.1502005669
2.4749466925,0.1506501664
2.4758891703,0.1511003150
2.4768316481,0.1515510123
2.4777741259,0.1520022576
2.4787166037,0.1524540501
2.4796590815,0.1529063893
2.4806015593,0.1533592744
2.4815440371,0.1538127048
2.4824865149,0.1542666799
2.4834289927,0.1547211990
2.4843714705,0.1551762613
2.4853139483,0.1556318664
2.4862564261,0.1560880134
2.4871989038,0.1565447017
2.4881413816,0.1570019308
2.4890838594,0.1574596998
2.4900263372,0.1579180082
2.4909688150,0.1583768552
2.4919112928,0.1588362402
2.4928537706,0.1592961626
2.4937962484,0.1597566217
2.4947387262,0.1602176167
2.4956812040,0.1606791471
2.4966236818,0.1611412122
2.4975661596,0.1616038113
2.4985086374,0.1620669437
2.4994511152,0.1625306088
2.5003935930,0.1629948058
2.5013360708,0.1634595342
2.5022785486,0.1639247932
2.5032210264,0.1643905822
2.5041635042,0.1648569006
2.5051059820,0.1653237475
2.5060484598,0.1657911224
2.5069909376,0.1662590246
2.5079334154,0.1667274534
2.5088758932,0.1671964082
2.5098183710,0.1676658882
2.5107608487,0.1681358928
2.5117033265,0.1686064213
2.5126458043,0.1690774731
2.5135882821,0.1695490474
2.5145307599,0.1700211436
2.5154732377,0.1704937610
2.5164157155,0.1709668989
2.5173581933,0.1714405567
2.5183006711,0.1719147337
2.5192431489,0.1723894291
2.5201856267,0.1728646423
2.5211281045,0.1733403727
2.5220705823,0.1738166195
2.5230130601,0.1742933821
2.5239555379,0.1747706598
2.5248980157,0.1752484519
2.5258404935,0.1757267577
2.5267829713,0.1762055765
2.5277254491,0.1766849077
2.5286679269,0.1771647506
2.5296104047,0.1776451045
2.5305528825,0.1781259686
2.5314953603,0.1786073424
2.5324378381,0.1790892251
2.5333803159,0.1795716160
2.5343227937,0.1800545145
2.5352652714,0.1805379198
2.5362077492,0.1810218314
2.5371502270,0.1815062484
2.5380927048,0.1819911702
2.5390351826,0.1824765962
2.5399776604,0.1829625256
2.5409201382,0.1834489577
2.5418626160,0.1839358918
2.5428050938,0.1844233273
2.5437475716,0.1849112635
2.5446900494,0.1853996996
2.5456325272,0.1858886351
2.5465750050,0.1863780691
2.5475174828,0.1868680010
2.5484599606,0.1873584301
2.5494024384,0.1878493557
2.5503449162,0.1883407771
2.5512873940,0.1888326936
2.5522298718,0.1893251046
2.5531723496,0.1898180092
2.5541148274,0.1903114069
2.5550573052,0.1908052970
2.5559997830,0.1912996786
2.5569422608,0.1917945513
2.5578847386,0.1922899141
2.5588272163,0.1927857665
2.5597696941,0.1932821077
2.5607121719,0.1937789371
2.5616546497,0.1942762539
2.5625971275,0.1947740575
2.5635396053,0.1952723471
2.5644820831,0.1957711221
2.5654245609,0.1962703817
2.5663670387,0.1967701252
2.5673095165,0.1972703520
2.5682519943,0.1977710613
2.5691944721,0.1982722524
2.5701369499,0.1987739247
2.5710794277,0.1992760774
2.5720219055,0.1997787098
2.5729643833,0.2002818212
2.5739068611,0.2007854110
2.5748493389,0.2012894783
2.5757918167,0.2017940225
2.5767342945,0.2022990430
2.5776767723,0.2028045389
2.5786192501,0.2033105096
2.5795617279,0.2038169543
2.5805042057,0.2043238724
2.5814466835,0.2048312632
2.5823891613,0.2053391259
2.5833316390,0.2058474599
2.5842741168,0.2063562644
2.5852165946,0.2068655387
2.5861590724,0.2073752821
2.5871015502,0.2078854938
2.5880440280,0.2083961733
2.5889865058,0.2089073197
2.5899289836,0.2094189324
2.5908714614,0.2099310107
2.5918139392,0.2104435537
2.5927564170,0.2109565609
2.5936988948,0.2114700315
2.5946413726,0.2119839648
2.5955838504,0.2124983600
2.5965263282,0.2130132165
2.5974688060,0.2135285336
2.5984112838,0.2140443104
2.5993537616,0.2145605464
2.6002962394,0.2150772408
2.6012387172,0.2155943929
2.6021811950,0.2161120019
2.6031236728,0.2166300671
2.6040661506,0.2171485879
2.6050086284,0.2176675635
2.6059511062,0.2181869931
2.6068935839,0.2187068762
2.6078360617,0.2192272118
2.6087785395,0.2197479994
2.6097210173,0.2202692382
2.6106634951,0.2207909275
2.6116059729,0.2213130665
2.6125484507,0.2218356546
2.6134909285,0.2223586910
2.6144334063,0.2228821750
2.6153758841,0.2234061058
2.6163183619,0.2239304828
2.6172608397,0.2244553052
2.6182033175,0.2249805723
2.6191457953,0.2255062834
2.6200882731,0.2260324377
2.6210307509,0.2265590346
2.6219732287,0.2270860732
2.6229157065,0.2276135529
2.6238581843,0.2281414730
2.6248006621,0.2286698326
2.6257431399,0.2291986312
2.6266856177,0.2297278679
2.6276280955,0.2302575420
2.6285705733,0.2307876528
2.6295130511,0.2313181996
2.6304555289,0.2318491817
2.6313980066,0.2323805982
2.6323404844,0.2329124486
2.6332829622,0.2334447320
2.6342254400,0.2339774477
2.6351679178,0.2345105950
2.6361103956,0.2350441731
2.6370528734,0.2355781814
2.6379953512,0.2361126191
2.6389378290,0.2366474854
2.6398803068,0.2371827796
2.6408227846,0.2377185011
2.6417652624,0.2382546490
2.6427077402,0.2387912226
2.6436502180,0.2393282212
2.6445926958,0.2398656441
2.6455351736,0.2404034904
2.6464776514,0.2409417596
2.6474201292,0.2414804508
2.6483626070,0.2420195633
2.6493050848,0.2425590964
2.6502475626,0.2430990493
2.6511900404,0.2436394213
2.6521325182,0.2441802116
2.6530749960,0.2447214196
2.6540174738,0.2452630445
2.6549599515,0.2458050855
2.6559024293,0.2463475418
2.6568449071,0.2468904129
2.6577873849,0.2474336979
2.6587298627,0.2479773960
2.6596723405,0.2485215066
2.6606148183,0.2490660288
2.6615572961,0.2496109621
2.6624997739,0.2501563055
2.6634422517,0.2507020584
2.6643847295,0.2512482200
2.6653272073,0.2517947896
2.6662696851,0.2523417665
2.6672121629,0.2528891498
2.6681546407,0.2534369389
2.6690971185,0.2539851330
2.6700395963,0.2545337313
2.6709820741,0.2550827332
2.6719245519,0.2556321378
2.6728670297,0.2561819445
2.6738095075,0.2567321524
2.6747519853,0.2572827608
2.6756944631,0.2578337690
2.6766369409,0.2583851763
2.6775794187,0.2589369818
2.6785218965,0.2594891849
2.6794643742,0.2600417848
2.6804068520,0.2605947806
2.6813493298,0.2611481718
2.6822918076,0.2617019575
2.6832342854,0.2622561370
2.6841767632,0.2628107096
2.6851192410,0.2633656744
2.6860617188,0.2639210308
2.6870041966,0.2644767779
2.6879466744,0.2650329151
2.6888891522,0.2655894415
2.6898316300,0.2661463565
2.6907741078,0.2667036592
2.6917165856,0.2672613490
2.6926590634,0.2678194250
2.6936015412,0.2683778866
2.6945440190,0.2689367329
2.6954864968,0.2694959632
2.6964289746,0.2700555767
2.6973714524,0.2706155728
2.6983139302,0.2711759505
2.6992564080,0.2717367093
2.7001988858,0.2722978483
2.7011413636,0.2728593667
2.7020838414,0.2734212639
2.7030263191,0.2739835390
2.7039687969,0.2745461913
2.7049112747,0.2751092200
2.7058537525,0.2756726244
2.7067962303,0.2762364037
2.7077387081,0.2768005572
2.7086811859,0.2773650841
2.7096236637,0.2779299837
2.7105661415,0.2784952551
2.7115086193,0.2790608976
2.7124510971,0.2796269105
2.7133935749,0.2801932930
2.7143360527,0.2807600443
2.7152785305,0.2813271637
2.7162210083,0.2818946505
2.7171634861,0.2824625037
2.7181059639,0.2830307228
2.7190484417,0.2835993069
2.7199909195,0.2841682552
2.7209333973,0.2847375670
2.7218758751,0.2853072416
2.7228183529,0.2858772782
2.7237608307,0.2864476759
2.7247033085,0.2870184341
2.7256457863,0.2875895519
2.7265882641,0.2881610287
